year,age,maritl,race,education,region,jobclass,health,health_ins,wage
2008,27,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.61278385671974
2004,52,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.624705353084266
2005,51,4. Divorced,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.103567257605693
2009,51,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.389806850300989
2005,28,1. Never Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.465618504260565
2007,49,1. Never Married,1. White,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,3.94603233203465
2007,61,2. Married,1. White,< HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.74036268949424
2006,39,2. Married,1. White,HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.731632964391901
2005,23,1. Never Married,1. White,< HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.49415459401844
2007,53,2. Married,1. White,Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.02259743678984
2004,55,1. Never Married,3. Asian,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.47712125471966
2005,48,1. Never Married,2. Black,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.47109961252243
2007,50,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.562163641294632
2009,31,1. Never Married,1. White,< HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.17609125905568
2007,53,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.957518788210458
2008,49,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.998160889931268
2003,49,1. Never Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.822846574042476
2004,43,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.018709319680565
2007,20,1. Never Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.29666616516847
2008,46,4. Divorced,1. White,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.696765555890358
2005,48,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.034171440072822
2005,19,1. Never Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.376312857776644
2004,56,4. Divorced,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.358972888188776
2003,44,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.6232492903979
2009,23,1. Never Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.577709947707238
2005,42,1. Never Married,1. White,College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.5487291551645725
2008,32,2. Married,1. White,Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.77815125038364
2003,32,1. Never Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.520057534969885
2003,43,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.272078649751181
2008,57,1. Never Married,2. Black,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.867607117234245
2008,26,2. Married,2. Black,Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.69897000433602
2009,67,4. Divorced,1. White,Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.02118929906994
2004,31,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.17609125905568
2006,49,4. Divorced,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.64345267648619
2005,29,1. Never Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.755324325429527
2008,41,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.69019608002851
2006,35,2. Married,1. White,HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.667220843983721
2009,39,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.547215233166064
2004,33,5. Separated,2. Black,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.5910646070265
2009,53,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.746443328582541
2009,43,2. Married,3. Asian,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.693345444601265
2004,36,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.5994483795362715
2004,38,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5
2003,58,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.678021180540499
2004,45,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.838503514266625
2005,34,1. Never Married,2. Black,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.651389194753969
2007,30,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.74481886438422
2008,21,1. Never Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,3.2630964729302607
2003,39,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.028317453440494
2006,28,1. Never Married,2. Black,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.69897000433602
2008,54,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.454442099867147
2007,24,1. Never Married,1. White,Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.50514997831991
2005,57,2. Married,1. White,Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.26007138798508
2003,48,5. Separated,2. Black,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.4791993571720905
2004,31,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.69897000433602
2006,47,1. Never Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.20411998265593
2004,44,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,5.008338145734175
2004,30,1. Never Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.536752021236254
2003,41,1. Never Married,1. White,College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.796417452822747
2008,26,1. Never Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.548351809404423
2009,32,1. Never Married,3. Asian,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.69897000433602
2009,39,2. Married,1. White,HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.726865604496148
2004,42,2. Married,2. Black,Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.7160033436348
2005,24,1. Never Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.0975522580551536
2006,44,4. Divorced,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.86332286012046
2006,30,1. Never Married,3. Asian,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.733813141919153
2006,58,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.889006201787216
2008,33,1. Never Married,1. White,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.5475004607023015
2008,56,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.682516118803362
2005,28,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.57403126772772
2008,41,2. Married,3. Asian,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.62321723414596
2009,22,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,3.47712125471966
2004,37,4. Divorced,1. White,Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.43616264704076
2006,18,1. Never Married,1. White,< HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.17609125905568
2004,37,1. Never Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.611444955085485
2007,43,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5.0284898346099185
2008,49,2. Married,2. Black,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.300660199494283
2005,36,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.074879312072772
2007,47,2. Married,2. Black,Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.39794000867204
2003,52,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.738019766976746
2009,34,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.74036268949424
2004,62,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.914259350915993
2007,44,2. Married,1. White,< HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.65321251377534
2005,48,2. Married,1. White,< HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5.02530586526477
2007,51,2. Married,1. White,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.73678887609569
2009,35,1. Never Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.088183457923287
2003,42,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.702716935157868
2005,34,1. Never Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.560745161985015
2003,50,2. Married,3. Asian,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.477926852105298
2006,50,4. Divorced,1. White,College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.059545023276747
2004,55,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,3.696854886345539
2009,56,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.922692649126101
2005,50,2. Married,1. White,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.76329575646029
2009,44,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.43482222102566
2005,30,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.553133209804283
2005,34,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.959498307083696
2007,50,4. Divorced,1. White,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.189459040124928
2004,51,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.597906912582803
2003,53,2. Married,2. Black,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.60205999132796
2004,40,1. Never Married,2. Black,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.51851393987789
2006,34,2. Married,1. White,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.674745092656196
2006,36,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.77815125038364
2005,44,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5
2008,54,2. Married,3. Asian,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.651651391126094
2008,36,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,5.234695352386134
2006,62,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.63300866811593
2008,33,1. Never Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.74036268949424
2004,44,1. Never Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.695932573099796
2005,80,1. Never Married,1. White,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.330809549323681
2005,45,2. Married,1. White,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.4485871529086785
2008,58,4. Divorced,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.272265913596109
2004,51,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.6232492903979
2005,60,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.62618633492728
2007,33,2. Married,1. White,< HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.47712125471966
2006,28,1. Never Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.65321251377534
2004,37,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.972955356523408
2006,56,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.60205999132796
2009,59,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.14612803567824
2004,56,2. Married,1. White,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.246551487106946
2003,34,2. Married,1. White,< HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.27875360095283
2004,37,1. Never Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,3.8400922948681893
2009,36,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.700697355081431
2008,45,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.140495281222553
2006,36,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.94448267215017
2008,23,1. Never Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,3.30102999566398
2003,56,2. Married,1. White,HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.813817436831994
2005,33,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.74036268949424
2009,48,2. Married,3. Asian,< HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.84509804001426
2008,28,1. Never Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.379055380747756
2008,37,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.6232492903979
2006,56,2. Married,1. White,HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.525053650786435
2005,22,1. Never Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.14612803567824
2007,60,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.763920026393815
2009,30,1. Never Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.413240896752967
2003,50,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.590545549400654
2003,38,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.6232492903979
2009,55,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.63648789635337
2006,26,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.703916439567505
2006,39,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5
2003,42,2. Married,1. White,Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5
2007,71,2. Married,2. Black,College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.520749917403813
2008,33,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.85733249643127
2004,49,1. Never Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,3.893993448381347
2005,45,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.39794000867204
2004,41,2. Married,1. White,Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.06445798922692
2005,59,4. Divorced,1. White,< HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,3.99122607569249
2004,33,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.920580136180483
2009,47,1. Never Married,4. Other,< HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.27230584440209
2006,34,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.97772360528885
2007,23,2. Married,2. Black,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.54406804435028
2009,32,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.0509091842682
2009,30,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.533112839334686
2006,54,2. Married,2. Black,HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.516282125601485
2009,46,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.65321251377534
2005,52,2. Married,1. White,College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.836316292671454
2008,50,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,5.253121674594057
2007,57,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.77215240456193
2005,46,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.61278385671974
2005,30,1. Never Married,1. White,Some College,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.39794000867204
2006,32,1. Never Married,1. White,Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.04139268515823
2008,53,2. Married,1. White,Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.66275783168157
2005,48,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5.034537825186982
2003,31,2. Married,1. White,Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.69019608002851
2003,50,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.395122042381891
2004,41,2. Married,1. White,College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.719298840212703
2008,47,2. Married,1. White,HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.515893048861563
2004,37,2. Married,1. White,HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.55179532667283
